,baseline,seed,correlation,magnitude,split,loss,load_model,n_train,setup,one_task,setup2
230,2.967130285469466e-06,0,0.99,0.01,val,3.4043836194541655e-08,True,128,backprop,True,PT+FT
231,2.967130285469466e-06,0,0.99,0.01,val,8.403963747127818e-09,True,256,backprop,True,PT+FT
232,2.967130285469466e-06,0,0.99,0.01,val,4.151562205123582e-09,True,512,backprop,True,PT+FT
233,2.967130285469466e-06,0,0.99,0.01,val,2.8809505892013476e-09,True,1024,backprop,True,PT+FT
234,2.967130285469466e-06,0,0.99,0.01,val,2.967130285469466e-06,False,32,backprop,True,STL
235,2.967130285469466e-06,0,0.99,0.01,val,1.3183206419853377e-06,False,64,backprop,True,STL
236,2.967130285469466e-06,0,0.99,0.01,val,5.710836035177635e-07,False,128,backprop,True,STL
237,2.967130285469466e-06,0,0.99,0.01,val,8.620576608109332e-08,False,256,backprop,True,STL
238,2.967130285469466e-06,0,0.99,0.01,val,1.2504946411695528e-08,False,512,backprop,True,STL
239,2.967130285469466e-06,0,0.99,0.01,val,3.5959157873577396e-09,False,1024,backprop,True,STL
240,0.03132513538002968,0,1.0,1.0,val,0.010641315951943398,True,32,backprop,True,PT+FT
241,0.03132513538002968,0,1.0,1.0,val,0.0016630147583782673,True,64,backprop,True,PT+FT
242,0.03132513538002968,0,1.0,1.0,val,1.1617389645834919e-05,True,128,backprop,True,PT+FT
243,0.03132513538002968,0,1.0,1.0,val,7.756864874863822e-07,True,256,backprop,True,PT+FT
