,train,valid,rs,mode,n_samples,scaling,train_aux
0,1.0,0.78,6,finetuning,20,0.25,
0,1.0,0.505,33,singletask,100,,
0,1.0,0.765,20,finetuning,50,0.5,
0,1.0,0.63,4,finetuning,10,1.0,
0,1.0,0.675,46,multitask,500,,0.11018367346938776
0,1.0,0.645,24,multitask,50,,0.035346938775510206
0,1.0,0.77,19,finetuning,500,1.0,
0,1.0,0.84,7,multitask,200,,0.04971428571428571
0,1.0,0.83,0,finetuning,50,1.0,
0,1.0,0.5,24,finetuning,10,0.5,
0,1.0,0.64,35,multitask,100,,0.0546734693877551
0,1.0,0.865,33,finetuning,200,1.0,
